# steps
# 1, 2
0.09,0.25
0.10,0.28
0.15,0.25
0.09,0.26
0.07,0.25
0.09,0.28
0.12,0.29
0.13,0.29
0.13,0.26
0.14,0.33
0.13,0.31
0.11,0.27
0.12,0.27
0.13,0.31
0.13,0.28
0.14,0.28
0.13,0.26
0.12,0.33
0.16,0.29
0.17,0.28

